Marital status;Application mode;Application order;Course;Daytime/evening attendance;Previous qualification;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;1;12;1;1;1;1;14;10;10;0;0;0;1;0;1;20;0;0;7;8;6;13.863.333.333.333.300;0;0;8;9;7;14.178.571.428.571.400;0;11.1;0.6;2.02;Graduate
1;1;1;2;1;1;1;3;27;3;9;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;9.4;-0.8;-3.12;Enrolled
1;1;1;6;1;1;1;1;28;5;8;0;0;0;1;0;0;19;0;0;5;6;5;12.4;0;0;5;6;5;13.4;0;7.6;2.6;0.32;Graduate
1;8;1;16;1;1;1;23;28;8;7;1;0;0;1;0;0;18;0;0;6;11;3;12.333.333.333.333.300;0;0;6;10;5;10.833.333.333.333.300;0;9.4;-0.8;-3.12;Enrolled
1;1;1;16;1;1;1;22;27;10;10;1;0;0;1;0;0;18;0;0;6;7;6;13.333.333.333.333.300;0;0;6;8;5;11.8;0;7.6;2.6;0.32;Graduate
1;14;1;16;1;1;1;3;27;3;6;1;0;0;1;0;0;21;0;0;6;10;3;12.666.666.666.666.600;0;0;6;12;3;10.0;0;9.4;-0.8;-3.12;Dropout
1;1;1;16;1;1;1;23;27;7;7;0;0;0;1;0;0;19;0;0;6;8;6;12.0;0;0;6;10;4;11.5;0;7.6;2.6;0.32;Dropout
1;1;1;9;1;1;1;23;28;10;10;0;0;0;1;0;1;18;0;0;5;5;5;10.6;0;0;5;5;5;11.8;0;12.4;0.5;1.79;Graduate
1;8;2;10;1;1;1;1;27;8;10;1;0;0;1;0;1;18;0;0;6;8;6;12.25;0;0;6;7;6;11.857.142.857.142.800;0;12.7;3.7;-1.7;Graduate
1;1;3;10;1;1;1;13;1;10;11;1;0;0;1;0;0;20;0;0;6;10;4;11.0;0;0;6;9;6;11.833.333.333.333.300;0;9.4;-0.8;-3.12;Graduate
1;12;1;3;0;1;1;1;14;7;9;0;0;0;1;0;1;24;0;0;6;11;5;11.0;0;0;6;9;5;12.6;0;11.1;0.6;2.02;Graduate
1;1;1;14;1;1;1;13;1;5;2;0;0;0;1;0;0;19;0;0;6;6;6;13.166.666.666.666.600;0;0;6;9;6;13.0;0;10.8;1.4;1.74;Dropout
1;1;1;12;1;1;1;13;27;10;8;1;0;0;1;0;1;18;0;0;7;9;7;12.855.555.555.555.500;0;0;8;12;7;12.761.111.111.111.100;0;15.5;2.8;-4.06;Graduate
1;1;2;12;1;1;1;13;14;10;10;1;0;0;1;0;0;18;0;0;7;8;7;1.491.875;0;0;8;8;8;15.355;0;15.5;2.8;-4.06;Graduate
1;8;5;16;1;1;1;10;10;5;5;1;0;0;1;0;0;21;0;0;6;13;4;11.5;0;0;6;10;3;11.0;0;10.8;1.4;1.74;Dropout
1;8;2;14;1;1;1;1;14;6;5;0;0;0;1;0;0;19;0;0;5;5;5;14.2;0;0;5;5;5;14.2;0;7.6;2.6;0.32;Graduate
1;8;1;15;1;1;1;13;27;8;8;0;0;0;1;0;1;19;0;0;6;6;6;12.5;0;0;6;7;6;13.0;0;15.5;2.8;-4.06;Graduate
3;12;1;4;1;1;1;1;27;7;7;0;0;1;1;0;0;47;0;0;1;1;0;0.0;0;0;6;0;0;0.0;0;8.9;1.4;3.51;Enrolled
1;8;3;10;1;1;1;13;14;8;9;0;0;0;1;0;0;19;0;0;6;10;5;11.666.666.666.666.600;0;0;6;12;4;11.0;0;13.9;-0.3;0.79;Graduate
1;12;1;12;1;3;1;2;2;2;2;0;0;0;1;0;0;29;0;1;8;8;7;14.257.142.857.142.800;0;1;8;8;7;14.257.142.857.142.800;0;12.7;3.7;-1.7;Graduate
1;14;1;10;1;1;1;13;14;5;9;1;0;0;1;0;0;21;0;0;6;13;3;12.0;0;0;6;12;2;11.333.333.333.333.300;0;16.2;0.3;-0.92;Dropout
1;12;1;6;1;1;1;22;14;10;8;1;0;0;1;0;0;28;0;0;5;13;4;11.25;1;0;5;11;4;10.5;0;12.7;3.7;-1.7;Enrolled
1;8;2;13;1;1;1;22;27;4;11;0;0;0;1;0;0;20;0;0;7;8;7;12.457.142.857.142.800;0;0;8;8;8;135.625;0;15.5;2.8;-4.06;Graduate
1;8;1;12;1;1;1;2;28;5;6;1;0;0;1;0;0;19;0;0;7;7;6;11.683.333.333.333.300;0;0;7;7;6;11.683.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;13;1;3;0;1;1;13;2;5;7;0;0;0;1;0;0;26;0;0;6;10;3;11.666.666.666.666.600;0;0;6;8;5;12.0;0;9.4;-0.8;-3.12;Graduate
1;8;2;11;1;1;1;22;27;10;9;1;0;1;0;0;0;20;0;0;6;8;4;11.75;0;0;6;6;6;13.166.666.666.666.600;0;11.1;0.6;2.02;Dropout
1;1;1;14;1;1;1;22;27;10;10;1;0;0;1;0;1;18;0;0;5;6;3;11.666.666.666.666.600;0;0;5;6;4;13.5;0;7.6;2.6;0.32;Enrolled
1;12;1;16;1;1;1;22;14;10;6;0;0;0;1;0;0;27;0;0;6;9;5;13.2;0;0;6;10;5;12.0;0;7.6;2.6;0.32;Graduate
1;1;2;12;1;1;1;19;24;12;12;1;0;0;1;0;0;20;0;0;7;8;4;11.95;0;0;7;8;4;11.95;0;7.6;2.6;0.32;Dropout
1;1;5;16;1;1;1;22;14;10;6;1;0;0;1;0;0;18;0;0;6;8;5;12.4;0;0;6;12;5;10.4;0;9.4;-0.8;-3.12;Dropout
1;4;1;12;1;3;1;1;1;10;6;0;0;0;1;0;0;33;0;2;7;8;6;14.35;0;3;8;10;6;14.583.333.333.333.300;0;16.2;0.3;-0.92;Dropout
1;14;1;16;1;1;1;3;1;4;4;1;0;0;1;0;0;35;0;19;21;21;21;1.261.904.761.904.760;0;13;19;19;19;12.789.473.684.210.500;0;12.4;0.5;1.79;Graduate
1;15;1;17;0;14;1;22;14;10;9;0;0;0;1;0;1;26;0;2;6;7;6;12.666.666.666.666.600;0;2;6;7;6;13.166.666.666.666.600;1;9.4;-0.8;-3.12;Enrolled
1;12;1;15;1;12;1;13;14;4;5;0;0;1;0;0;0;27;0;0;6;6;5;12.0;0;0;6;6;0;0.0;0;11.1;0.6;2.02;Dropout
1;9;3;5;1;1;1;1;27;6;6;1;0;0;0;0;0;19;0;0;6;6;6;12.166.666.666.666.600;0;0;6;6;0;0.0;0;15.5;2.8;-4.06;Dropout
1;8;2;11;1;1;1;1;14;5;7;0;0;0;1;0;0;20;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;11.1;0.6;2.02;Dropout
1;9;2;9;1;1;1;3;3;6;8;1;0;1;0;0;0;20;0;0;5;9;3;10.0;0;0;5;9;3;10.571.428.571.428.500;0;10.8;1.4;1.74;Dropout
1;14;1;10;1;1;1;1;27;6;10;0;0;1;0;0;0;21;0;5;10;18;8;11.5;0;0;6;12;4;10.0;0;9.4;-0.8;-3.12;Enrolled
1;8;3;12;1;1;1;23;1;10;5;1;0;0;1;0;1;18;0;0;7;7;6;13.05;0;0;7;7;6;13.05;0;7.6;2.6;0.32;Graduate
1;12;1;6;1;1;1;1;14;10;10;1;0;0;1;0;0;24;0;0;6;10;2;11.0;0;0;6;6;0;0.0;0;8.9;1.4;3.51;Dropout
1;8;4;5;1;1;1;1;3;5;2;1;0;0;1;0;0;20;0;0;6;7;6;11.5;0;0;6;6;6;12.0;0;16.2;0.3;-0.92;Graduate
1;1;1;11;1;1;1;13;28;10;9;0;0;0;1;0;1;21;0;0;6;7;6;12.0;0;0;6;6;6;12.5;0;13.9;-0.3;0.79;Graduate
1;1;1;3;0;1;1;1;27;8;4;0;0;0;1;0;0;23;0;0;6;13;2;10.0;0;0;5;12;1;10.0;0;9.4;-0.8;-3.12;Enrolled
1;12;1;9;1;1;1;10;3;5;4;1;0;0;1;0;0;24;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;16;1;16;1;1;1;1;1;5;11;0;0;0;1;0;0;21;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.4;0.5;1.79;Dropout
1;1;4;12;1;1;1;23;28;10;9;1;0;0;1;0;0;18;0;0;8;8;7;12.242.857.142.857.100;0;0;8;8;7;12.242.857.142.857.100;0;12.7;3.7;-1.7;Graduate
1;12;1;17;0;15;1;13;1;4;5;1;0;0;1;0;0;27;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;8.9;1.4;3.51;Dropout
1;9;6;12;1;1;1;22;27;6;6;1;0;0;1;0;0;18;0;0;8;8;8;1.293.375;0;0;8;8;8;1.293.375;0;9.4;-0.8;-3.12;Graduate
1;4;1;7;1;3;1;3;2;3;3;0;0;0;1;0;0;35;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;13.9;-0.3;0.79;Dropout
1;1;1;16;1;1;1;13;14;4;9;0;0;0;1;0;0;18;0;0;7;9;7;12.571.428.571.428.500;0;0;7;8;7;14.428.571.428.571.400;0;11.1;0.6;2.02;Graduate
1;12;1;12;1;1;1;1;3;28;19;0;0;0;1;0;0;35;0;0;3;4;3;11.816.666.666.666.600;0;0;3;3;3;11.333.333.333.333.300;0;11.1;0.6;2.02;Enrolled
1;1;1;6;1;1;1;1;1;5;8;1;0;0;1;0;0;19;0;0;5;9;4;13.75;0;0;5;13;4;14.333.333.333.333.300;2;10.8;1.4;1.74;Graduate
1;1;4;10;1;1;1;13;14;5;1;1;0;0;1;0;0;20;0;0;6;8;6;11.166.666.666.666.600;0;0;6;6;6;11.333.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;1;4;12;1;1;1;13;14;8;8;1;0;0;1;0;0;18;0;0;8;8;7;12.324.285.714.285.700;0;0;8;8;7;12.324.285.714.285.700;0;10.8;1.4;1.74;Graduate
1;15;1;10;1;14;1;23;28;6;11;0;0;1;1;0;0;21;0;3;6;6;6;12.166.666.666.666.600;0;2;6;7;6;11.714.285.714.285.700;0;13.9;-0.3;0.79;Graduate
1;8;2;10;1;1;1;13;27;10;9;0;0;0;1;0;1;18;0;0;6;11;5;11.142.857.142.857.100;0;0;6;11;4;11.25;0;16.2;0.3;-0.92;Graduate
1;1;1;10;1;1;1;19;24;1;1;1;0;0;1;0;0;18;0;0;6;9;4;11.0;0;0;6;9;4;10.75;0;7.6;2.6;0.32;Graduate
1;1;2;12;1;1;1;13;28;10;10;1;0;0;1;0;0;18;0;0;8;8;7;12.914.285.714.285.700;0;0;8;8;7;12.914.285.714.285.700;0;12.7;3.7;-1.7;Graduate
1;1;4;15;1;1;1;3;14;2;5;1;0;0;1;0;1;18;0;0;6;6;6;13.833.333.333.333.300;0;0;6;6;6;14.166.666.666.666.600;0;16.2;0.3;-0.92;Graduate
1;1;1;6;1;1;1;13;1;9;8;1;0;0;1;0;0;19;0;0;6;8;6;13.857.142.857.142.800;0;0;6;9;5;13.4;0;13.9;-0.3;0.79;Graduate
1;12;1;11;1;12;1;3;14;3;4;0;0;0;1;0;1;36;0;0;6;7;6;13.714.285.714.285.700;0;0;6;6;5;12.8;0;16.2;0.3;-0.92;Dropout
1;1;2;12;1;1;1;23;1;8;5;1;0;0;1;0;1;18;0;0;8;8;7;12.642.857.142.857.100;0;0;8;8;7;12.642.857.142.857.100;0;12.7;3.7;-1.7;Graduate
1;1;1;12;1;1;1;22;27;10;10;0;0;0;1;0;1;18;0;0;7;7;6;12.916.666.666.666.600;0;0;7;7;6;12.916.666.666.666.600;0;7.6;2.6;0.32;Graduate
1;14;1;8;1;1;1;1;3;10;3;1;0;0;1;0;1;20;0;0;6;8;6;15.625;0;0;6;8;6;15.857.142.857.142.800;0;13.9;-0.3;0.79;Graduate
1;12;1;17;0;1;1;22;27;10;10;0;0;0;1;0;1;26;0;0;5;7;0;0.0;0;0;5;8;0;0.0;0;16.2;0.3;-0.92;Dropout
1;14;1;15;1;1;1;1;1;5;6;0;0;0;1;0;0;21;0;0;6;8;6;11.714.285.714.285.700;0;0;6;7;6;12.0;0;7.6;2.6;0.32;Graduate
1;12;1;13;1;15;1;1;1;5;6;0;0;0;1;0;0;25;0;0;7;10;6;12.125;0;0;8;9;8;133.125;0;15.5;2.8;-4.06;Enrolled
1;9;1;9;1;1;1;13;3;6;6;1;0;0;1;0;1;19;0;0;5;7;5;11.6;0;0;5;5;5;11.6;0;12.4;0.5;1.79;Graduate
1;12;1;3;0;1;1;13;27;9;8;1;0;0;1;0;0;24;0;0;6;11;1;10.0;0;0;6;6;0;0.0;6;9.4;-0.8;-3.12;Dropout
1;12;1;3;0;1;1;1;14;6;5;0;0;0;1;0;1;27;0;0;6;16;1;10.0;0;0;6;13;0;0.0;0;8.9;1.4;3.51;Dropout
1;8;1;6;1;1;1;13;27;2;4;0;0;0;1;0;0;21;0;0;5;10;0;0.0;1;0;5;9;2;13.5;0;7.6;2.6;0.32;Dropout
1;1;1;9;1;1;1;23;28;8;8;0;0;0;1;0;1;18;0;0;5;7;4;13.0;0;0;5;8;3;12.333.333.333.333.300;0;9.4;-0.8;-3.12;Graduate
2;1;4;16;1;1;1;22;27;6;8;0;1;0;1;0;1;19;0;0;6;6;6;13.333.333.333.333.300;0;0;6;6;6;14.5;0;10.8;1.4;1.74;Graduate
1;1;3;11;1;1;1;1;1;4;4;1;0;0;1;0;0;18;0;0;6;9;4;11.25;0;0;6;13;2;12.5;0;9.4;-0.8;-3.12;Dropout
1;16;1;12;1;1;1;13;1;6;10;0;0;0;1;0;1;19;0;0;7;9;5;13.85;0;0;8;9;7;1.219.285.714.285.710;0;11.1;0.6;2.02;Graduate
1;9;1;12;1;1;1;1;28;5;6;1;0;0;1;0;1;19;0;0;7;8;6;13.741.666.666.666.600;0;0;8;9;7;149.125;0;16.2;0.3;-0.92;Graduate
2;4;1;17;0;17;1;25;5;4;4;0;0;0;1;0;0;33;0;2;6;7;6;15.333.333.333.333.300;0;0;5;5;5;15.8;0;11.1;0.6;2.02;Graduate
2;4;1;9;1;3;1;1;4;4;11;0;0;0;1;0;0;45;0;0;5;6;5;11.0;0;0;5;5;5;13.8;0;12.4;0.5;1.79;Graduate
1;1;1;10;1;1;1;1;1;10;10;0;0;0;1;0;1;20;0;0;6;6;6;12.0;0;0;6;7;6;12.857.142.857.142.800;0;11.1;0.6;2.02;Graduate
1;12;2;14;1;1;1;19;24;1;1;1;0;0;1;0;0;28;0;0;5;5;0;0.0;0;0;5;5;0;0.0;0;7.6;2.6;0.32;Dropout
1;14;1;12;1;1;1;1;1;6;9;1;0;0;1;0;1;19;0;0;8;15;7;11.571.428.571.428.500;0;0;8;15;7;11.571.428.571.428.500;0;12.7;3.7;-1.7;Graduate
1;1;2;11;1;1;1;1;27;5;6;1;0;0;1;0;0;18;0;0;6;10;6;12.857.142.857.142.800;0;0;6;6;3;12.666.666.666.666.600;0;12.7;3.7;-1.7;Graduate
1;12;1;11;1;3;1;13;14;5;7;0;0;0;1;0;0;38;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;15.5;2.8;-4.06;Dropout
1;1;2;14;1;1;1;1;3;5;4;0;0;0;1;0;0;19;0;0;5;5;5;13.0;0;0;5;5;5;13.2;0;9.4;-0.8;-3.12;Graduate
1;1;1;11;1;1;1;1;27;10;10;0;0;0;1;0;1;21;0;0;6;9;5;11.0;0;0;6;8;5;12.0;0;15.5;2.8;-4.06;Graduate
1;1;1;9;1;1;1;22;1;10;11;0;0;0;1;0;0;21;0;0;5;12;3;12.0;0;0;5;12;1;15.0;3;16.2;0.3;-0.92;Dropout
1;1;1;10;1;1;1;23;27;10;10;0;0;0;1;0;1;22;0;0;6;6;5;12.6;0;0;6;6;6;13.0;0;10.8;1.4;1.74;Graduate
1;1;1;16;1;1;1;13;14;6;8;0;0;0;1;0;1;18;0;0;6;8;5;13.4;0;0;6;7;6;13.166.666.666.666.600;0;9.4;-0.8;-3.12;Graduate
1;8;2;10;1;1;1;22;27;4;10;0;1;0;1;0;1;18;0;0;6;9;6;11.333.333.333.333.300;0;0;6;9;6;11.571.428.571.428.500;0;15.5;2.8;-4.06;Graduate
1;1;1;8;1;1;1;13;1;10;10;1;0;0;0;0;0;25;0;0;5;14;4;13.5;2;0;5;10;4;14.25;0;9.4;-0.8;-3.12;Dropout
1;12;1;6;1;12;1;13;14;10;8;0;0;1;0;0;0;24;0;2;6;11;3;11.75;0;1;6;14;3;10.333.333.333.333.300;0;16.2;0.3;-0.92;Dropout
1;1;3;12;1;1;1;3;1;5;5;1;0;0;1;0;0;19;0;0;7;10;6;12.471.428.571.428.500;0;0;7;8;7;114.625;0;12.4;0.5;1.79;Enrolled
1;7;1;2;1;1;1;3;3;4;4;1;0;0;1;0;0;24;0;11;17;19;11;12.909.090.909.090.900;0;9;13;15;9;13.555.555.555.555.500;0;12.4;0.5;1.79;Enrolled
1;1;2;9;1;1;1;22;14;6;6;1;0;0;1;0;1;20;0;0;5;5;5;11.6;0;0;5;5;5;13.6;0;12.4;0.5;1.79;Graduate
1;12;1;9;1;1;1;22;1;10;2;0;0;0;0;0;0;25;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;10.8;1.4;1.74;Dropout
1;1;1;9;1;1;1;23;14;10;11;0;0;0;1;0;1;20;0;5;10;13;9;12.9;0;4;10;12;10;12.363.636.363.636.300;0;8.9;1.4;3.51;Graduate
1;4;1;12;1;3;1;13;28;6;4;0;0;0;1;0;0;23;0;0;8;8;8;13.22;0;0;8;8;8;13.22;0;9.4;-0.8;-3.12;Graduate
1;8;3;12;1;1;1;13;27;8;7;1;0;0;1;0;1;19;0;0;8;8;7;13.151.428.571.428.500;0;0;8;8;7;13.151.428.571.428.500;0;10.8;1.4;1.74;Graduate
1;15;1;4;1;14;1;22;27;10;11;0;0;1;0;0;0;29;0;0;6;13;3;12.75;0;0;6;8;3;11.333.333.333.333.300;0;13.9;-0.3;0.79;Dropout
1;1;3;11;1;1;1;13;27;5;8;1;0;0;1;0;0;21;0;0;6;8;6;11.333.333.333.333.300;0;0;6;8;4;12.25;0;11.1;0.6;2.02;Graduate
1;1;1;14;1;1;1;13;1;10;9;1;0;0;1;0;1;18;0;0;6;10;6;13.25;0;0;6;13;5;14.142.857.142.857.100;0;11.1;0.6;2.02;Graduate
1;1;3;5;1;1;1;13;28;10;10;1;0;0;1;0;0;19;0;0;6;7;5;12.4;0;0;6;6;5;12.4;0;9.4;-0.8;-3.12;Enrolled
1;1;3;15;1;1;1;23;27;8;8;1;0;0;1;0;1;18;0;0;6;6;6;15.0;0;0;6;6;6;12.833.333.333.333.300;0;8.9;1.4;3.51;Dropout
1;1;1;6;1;1;1;7;14;12;7;0;0;0;1;0;0;19;0;0;5;6;5;14.4;0;0;5;6;5;13.0;0;7.6;2.6;0.32;Graduate
1;1;1;15;1;1;1;22;27;10;9;1;0;0;1;0;0;18;0;0;6;12;1;11.0;0;0;6;12;0;0.0;0;9.4;-0.8;-3.12;Enrolled
1;8;1;9;1;1;1;1;1;5;5;0;0;0;1;0;0;18;0;0;5;8;5;12.4;0;0;5;6;5;10.8;0;8.9;1.4;3.51;Graduate
2;12;1;13;1;12;1;23;27;8;8;1;0;1;0;0;1;37;0;0;7;13;1;16.0;0;0;7;12;0;0.0;0;8.9;1.4;3.51;Dropout
1;8;1;17;0;15;1;22;27;7;7;0;0;0;1;0;0;29;0;0;5;10;5;13.571.428.571.428.500;0;0;5;14;5;12.333.333.333.333.300;3;16.2;0.3;-0.92;Graduate
1;8;3;5;1;1;1;22;27;10;10;0;0;0;1;0;0;18;0;0;6;6;6;11.833.333.333.333.300;0;0;6;6;6;12.5;0;7.6;2.6;0.32;Enrolled
1;1;1;10;1;1;1;1;1;10;9;1;0;0;1;0;1;19;0;0;6;8;5;11.666.666.666.666.600;0;0;6;9;5;12.666.666.666.666.600;0;12.4;0.5;1.79;Graduate
1;14;1;10;1;1;1;1;1;4;2;1;0;1;0;0;0;22;0;6;10;16;6;11.833.333.333.333.300;0;2;7;8;2;13.0;0;16.2;0.3;-0.92;Dropout
1;1;1;11;1;1;1;22;28;10;8;0;0;0;1;0;1;20;0;0;6;8;6;11.166.666.666.666.600;0;0;6;10;5;10.6;0;15.5;2.8;-4.06;Graduate
1;12;1;3;0;1;1;22;27;13;13;0;0;0;1;0;0;34;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;12.7;3.7;-1.7;Dropout
1;14;1;7;1;1;1;22;28;10;10;0;0;1;0;0;0;30;0;8;12;17;8;11.75;0;6;12;19;6;12.166.666.666.666.600;2;7.6;2.6;0.32;Dropout
1;1;1;10;1;1;1;1;1;5;5;0;0;0;1;0;0;18;0;0;6;7;6;14.0;0;0;6;7;6;14.0;0;10.8;1.4;1.74;Graduate
1;1;1;10;1;1;1;23;14;10;6;0;0;0;1;0;0;18;0;0;6;6;6;12.833.333.333.333.300;0;0;6;6;6;12.0;0;12.4;0.5;1.79;Graduate
1;1;2;15;1;1;1;3;1;2;4;1;0;0;1;0;0;18;0;0;6;11;4;12.25;0;0;6;10;3;11.666.666.666.666.600;0;9.4;-0.8;-3.12;Graduate
1;8;4;12;1;1;1;4;1;3;4;1;0;0;1;0;0;18;0;0;8;8;7;14.828.571.428.571.400;0;0;8;8;7;14.828.571.428.571.400;0;12.7;3.7;-1.7;Graduate
1;1;2;15;1;1;1;23;28;10;10;1;0;0;1;0;1;19;0;0;6;7;5;11.4;0;0;6;8;5;12.8;0;12.7;3.7;-1.7;Graduate
1;1;1;5;1;1;1;22;27;10;10;1;0;0;1;0;1;19;0;0;6;6;6;13.0;0;0;6;8;6;12.5;0;10.8;1.4;1.74;Graduate
1;1;5;12;1;1;1;1;1;10;10;0;0;0;1;0;1;18;0;0;8;8;7;13.671.428.571.428.500;0;0;8;8;7;13.671.428.571.428.500;0;12.7;3.7;-1.7;Graduate
1;15;1;4;1;14;1;22;28;5;9;0;0;0;1;0;1;21;0;0;6;9;6;12.666.666.666.666.600;0;0;6;8;5;12.8;0;13.9;-0.3;0.79;Graduate
1;1;2;9;1;1;1;1;14;10;10;1;0;0;0;0;0;20;0;0;5;10;2;10.0;0;0;5;12;1;13.0;0;7.6;2.6;0.32;Dropout
1;8;1;9;1;1;1;10;14;5;9;1;0;0;1;0;0;20;0;0;5;10;5;13.5;0;0;5;8;5;12.333.333.333.333.300;0;13.9;-0.3;0.79;Graduate
1;1;1;12;1;1;1;5;1;3;6;0;0;0;1;0;0;19;0;2;7;8;7;12.67;0;1;8;8;8;13.55;0;11.1;0.6;2.02;Graduate
1;1;1;10;1;1;1;1;28;5;6;0;0;0;1;0;0;20;0;0;6;8;6;14.5;0;0;6;7;6;15.428.571.428.571.400;0;16.2;0.3;-0.92;Graduate
1;8;3;12;1;1;1;10;1;5;11;1;0;0;1;0;0;18;0;0;7;7;7;13.685.714.285.714.200;0;0;8;8;8;153.875;0;13.9;-0.3;0.79;Graduate
1;13;1;16;1;1;1;22;28;4;4;0;0;0;1;0;0;20;0;0;6;8;5;11.0;0;0;6;10;3;10.666.666.666.666.600;0;12.7;3.7;-1.7;Dropout
2;4;1;8;1;3;1;5;4;3;1;0;0;1;0;0;0;29;0;7;9;16;7;11.555.555.555.555.500;4;5;7;12;5;13.2;2;7.6;2.6;0.32;Dropout
1;1;1;12;1;1;1;13;14;6;7;0;0;0;1;0;1;18;0;0;7;7;7;1.379.714.285.714.280;0;0;8;8;8;13.775;0;12.4;0.5;1.79;Enrolled
1;1;1;12;1;1;1;13;14;6;6;1;0;0;1;0;1;20;0;0;7;8;7;1.400.375;0;0;8;11;7;13.812.857.142.857.100;0;15.5;2.8;-4.06;Graduate
1;7;2;9;1;1;1;23;27;10;10;1;0;0;1;0;1;22;0;0;5;8;4;12.0;0;0;5;8;4;11.4;2;16.2;0.3;-0.92;Graduate
4;1;1;3;0;1;1;24;14;5;11;1;0;0;1;0;1;47;0;0;6;9;5;14.166.666.666.666.600;0;0;6;7;6;14.166.666.666.666.600;0;16.2;0.3;-0.92;Graduate
2;16;1;17;0;1;1;22;27;9;5;0;0;0;1;0;0;31;0;1;5;5;5;14.0;0;0;5;5;5;13.8;0;8.9;1.4;3.51;Graduate
1;1;1;5;1;1;1;13;27;8;6;0;0;0;1;0;1;21;0;0;6;7;5;13.8;0;0;6;6;6;12.833.333.333.333.300;0;16.2;0.3;-0.92;Graduate
1;1;1;3;0;1;1;23;28;1;1;0;0;0;1;0;0;21;0;0;6;8;5;12.8;0;0;6;10;6;11.857.142.857.142.800;0;7.6;2.6;0.32;Graduate
2;12;1;15;1;9;1;1;1;5;5;0;0;0;1;0;0;24;0;0;6;6;6;12.166.666.666.666.600;0;0;6;6;6;13.833.333.333.333.300;0;7.6;2.6;0.32;Graduate
1;8;1;5;1;1;1;4;27;3;10;0;0;0;1;0;0;18;0;0;6;8;6;12.5;0;0;6;6;6;12.333.333.333.333.300;0;15.5;2.8;-4.06;Enrolled
1;12;1;3;0;11;1;19;1;12;3;0;0;0;1;0;0;32;0;0;6;9;4;12.0;0;0;6;12;4;11.5;0;7.6;2.6;0.32;Graduate
1;9;2;3;0;1;1;3;1;4;5;1;0;0;1;0;1;19;0;0;6;8;6;10.833.333.333.333.300;0;0;6;9;6;11.5;0;10.8;1.4;1.74;Graduate
1;12;1;12;1;1;1;3;3;2;2;1;0;0;1;0;0;24;0;0;8;8;8;13.385;0;0;8;8;8;13.385;0;9.4;-0.8;-3.12;Graduate
1;8;4;6;1;1;1;13;14;5;11;1;0;0;1;0;0;19;0;0;6;14;6;15.666.666.666.666.600;0;0;6;9;6;14.5;0;15.5;2.8;-4.06;Graduate
1;15;1;4;1;14;1;13;27;7;7;0;0;1;1;0;1;19;0;0;6;9;6;14.333.333.333.333.300;0;0;6;7;6;13.833.333.333.333.300;0;13.9;-0.3;0.79;Graduate
1;15;1;4;1;14;1;22;27;10;5;0;0;0;1;0;0;24;0;0;6;10;6;11.428.571.428.571.400;0;0;6;12;5;13.0;0;12.4;0.5;1.79;Enrolled
1;8;4;10;1;1;1;13;14;29;29;1;0;0;1;0;1;18;0;0;6;9;6;11.666.666.666.666.600;0;0;6;8;6;11.666.666.666.666.600;0;8.9;1.4;3.51;Graduate
1;1;1;5;1;1;1;23;27;4;7;1;0;0;1;0;1;19;0;0;6;9;5;12.0;0;0;6;10;2;11.333.333.333.333.300;0;8.9;1.4;3.51;Dropout
2;1;1;12;1;1;1;3;28;3;5;0;0;0;1;0;1;19;0;0;8;8;7;14.725.714.285.714.200;0;0;8;8;7;14.725.714.285.714.200;0;10.8;1.4;1.74;Graduate
1;8;2;15;1;1;1;13;28;10;9;1;0;0;1;0;1;18;0;0;6;6;6;14.166.666.666.666.600;0;0;6;6;6;13.666.666.666.666.600;0;12.4;0.5;1.79;Graduate
1;1;1;10;1;1;1;1;1;4;4;1;0;0;1;0;0;18;0;0;6;10;6;11.571.428.571.428.500;0;0;6;8;6;12.333.333.333.333.300;0;12.4;0.5;1.79;Graduate
1;8;4;13;1;1;1;1;1;5;11;1;0;0;1;0;0;20;0;0;7;7;7;12.5;0;0;8;8;8;131.375;0;12.4;0.5;1.79;Graduate
1;1;1;12;1;1;1;13;28;6;8;0;0;0;1;0;0;18;0;0;8;10;8;12.86;2;0;8;10;8;12.86;2;9.4;-0.8;-3.12;Graduate
